Claim_ID,Customer_Age,Policy_Tenure,Claim_Amount,Claim_Type,Previous_Claims,Customer_Income,Marital_Status,Number_of_Dependents,Location,Claim_Submission_Delay,Fraudulent_Claim,anomaly_score,IsolationForest_Anomaly,High_Anomaly
576,49,6,31486.2,Home,3,61253,Widowed,4,Urban,65,1,-0.03996841646250626,0,0
577,69,9,7951.96,Auto,3,108022,Married,0,Urban,87,0,-0.03683134677145783,0,0
578,47,4,23717.48,Medical,1,173778,Widowed,1,Rural,68,0,-0.04468216217883014,0,0
579,64,2,25469.02,Auto,2,107231,Married,0,Suburban,49,1,-0.05584974844898094,0,0
580,52,4,29461.35,Medical,3,124791,Married,4,Rural,29,0,-0.051191757280675376,0,0
581,72,1,25901.92,Auto,3,193804,Single,4,Suburban,34,0,-0.022116045665335204,0,0
582,57,19,25036.69,Life,3,52716,Married,4,Urban,58,0,-0.025110725811081536,0,0
583,69,10,16970.34,Life,0,26880,Widowed,0,Suburban,16,0,-0.0020886236673052228,0,0
584,33,15,4023.42,Home,3,48949,Widowed,3,Suburban,65,0,-0.017513520551578177,0,0
585,30,19,4931.25,Auto,3,86064,Widowed,1,Urban,79,1,-0.03987244096078557,0,0
586,67,16,21972.02,Auto,4,63093,Divorced,1,Suburban,20,1,-0.08786300853531154,0,0
587,77,4,18111.76,Auto,0,173916,Married,4,Rural,51,0,-0.053969321605949694,0,0
588,59,2,26048.67,Home,3,173432,Single,2,Suburban,64,0,-0.03440633249739555,0,0
589,47,13,15589.49,Life,3,107941,Single,0,Urban,13,0,-0.04262849637568067,0,0
590,36,1,34551.55,Auto,1,147668,Divorced,3,Suburban,15,0,-0.09012121502521114,0,0
591,34,17,43265.76,Home,1,144240,Married,4,Urban,54,0,-0.022664070380807422,0,0
592,73,13,15293.73,Auto,0,63322,Widowed,2,Urban,8,0,-0.048557554746441856,0,0
593,36,4,10052.71,Medical,4,171776,Divorced,4,Rural,7,0,-0.028953183654056747,0,0
594,45,7,6250.94,Auto,0,68181,Divorced,2,Urban,72,0,-0.07183810035735727,0,0
595,75,17,31004.58,Medical,0,181661,Widowed,1,Suburban,33,0,-0.013079840716655688,0,0
596,72,9,22470.87,Home,1,107972,Divorced,2,Rural,32,1,-0.0975330656600899,0,0
597,43,4,9806.78,Home,1,132431,Divorced,1,Rural,85,0,-0.06934838167440549,0,0
598,54,19,32830.27,Life,4,110179,Widowed,1,Suburban,6,0,-0.016501231265427685,0,0
599,43,1,7849.92,Auto,3,103562,Married,0,Suburban,81,0,-0.022825876342410845,0,0
600,70,10,27937.88,Home,4,160284,Single,2,Rural,20,0,-0.05362458812627824,0,0
601,79,4,26593.84,Life,3,164922,Single,3,Urban,4,0,-0.004309307587801681,0,0
602,40,9,36844.28,Auto,2,59767,Widowed,3,Rural,70,0,-0.0852252225146623,0,0
603,26,13,3227.93,Home,1,27322,Widowed,2,Rural,11,0,-0.030212692563612475,0,0
604,29,14,44449.71,Medical,2,55911,Married,0,Rural,58,0,-0.02577537887329384,0,0
605,70,10,35298.09,Home,2,197652,Divorced,3,Urban,80,1,-0.05348039650532377,0,0
606,18,6,11198.24,Medical,1,25678,Married,4,Suburban,57,0,0.0080659794868706,1,1
607,75,16,9578.56,Life,2,85265,Divorced,3,Suburban,87,0,-0.04082813869911783,0,0
608,75,6,21867.18,Life,0,86918,Divorced,0,Suburban,36,0,-0.036212907169677955,0,0
609,18,17,40969.48,Auto,3,172852,Married,1,Urban,82,0,-0.02075601422239748,0,0
610,64,10,42226.02,Auto,4,178578,Widowed,1,Urban,44,0,-0.06320648569375731,0,0
611,51,18,26262.58,Auto,1,193368,Widowed,1,Suburban,79,1,-0.058126056402440285,0,0
612,49,18,43110.14,Life,0,190954,Married,0,Suburban,24,0,-0.0063535182461362805,0,0
613,79,3,769.46,Medical,4,80510,Divorced,1,Suburban,26,0,-0.01491232952408661,0,0
614,71,15,2241.14,Auto,4,62202,Divorced,1,Suburban,50,0,-0.07117146822549836,0,0
615,65,15,45635.17,Auto,4,152777,Divorced,0,Urban,41,0,-0.07315086874381527,0,0
616,42,4,38878.93,Life,2,107983,Divorced,4,Suburban,70,0,-0.06366726819925894,0,0
617,57,9,22809.95,Medical,2,191802,Married,3,Rural,41,0,-0.056589707804210465,0,0
618,62,19,37803.7,Home,2,110016,Single,0,Suburban,59,0,-0.04204413547517516,0,0
619,70,17,47804.15,Auto,2,51051,Widowed,0,Urban,71,0,-0.03216227572587116,0,0
620,18,11,38718.43,Home,0,137282,Widowed,2,Rural,78,0,-0.032241157245051055,0,0
621,33,9,42197.38,Home,2,97665,Single,1,Rural,57,0,-0.06616394972843076,0,0
622,78,10,38150.03,Auto,1,144559,Divorced,4,Rural,79,0,-0.07648678012709442,0,0
623,56,18,8826.45,Life,4,181857,Single,2,Urban,71,0,-0.007256616641222902,0,0
624,22,13,41761.92,Auto,0,142827,Single,4,Suburban,80,0,-0.030845394666479287,0,0
625,39,8,10157.89,Medical,2,49402,Single,1,Urban,21,0,-0.03311020589468383,0,0
626,46,7,44684.26,Medical,4,22704,Widowed,1,Urban,57,0,-0.00012764270411780299,0,0
627,72,17,23203.17,Auto,0,47027,Widowed,1,Rural,10,0,-0.060057847503136697,0,0
628,20,15,34010.35,Home,4,79092,Single,3,Rural,5,0,-0.03201530951347453,0,0
629,29,15,25113.42,Medical,0,25725,Single,4,Urban,21,0,-0.0023958922938914773,0,0
630,43,1,5152.55,Medical,3,84105,Single,4,Rural,77,0,-0.007131843548706995,0,0
631,33,14,14890.75,Auto,0,176295,Divorced,2,Urban,11,0,-0.09063363551976855,0,0
632,68,5,49194.73,Auto,2,112305,Divorced,0,Rural,26,0,-0.08962849050617705,0,0
633,54,11,48055.38,Life,4,178456,Divorced,1,Suburban,0,0,-0.03359433210670304,0,0
634,39,16,16364.1,Auto,4,82993,Widowed,1,Suburban,63,0,-0.05926934021910457,0,0
635,74,2,49816.69,Auto,4,117681,Married,2,Suburban,73,1,-0.03443959730783541,0,0
636,46,8,42354.78,Medical,1,128033,Single,4,Rural,79,0,-0.022158823282897644,0,0
637,31,11,30742.5,Medical,1,50027,Single,3,Rural,38,1,-0.061346858311137065,0,0
638,45,18,2486.17,Medical,2,163839,Married,4,Suburban,59,0,-0.016948005620582518,0,0
639,22,3,45121.62,Home,3,107017,Single,3,Urban,69,0,-0.02465220468180529,0,0
640,64,1,28092.75,Medical,1,38354,Divorced,3,Urban,53,0,-0.030683457218912302,0,0
641,66,11,43489.57,Medical,0,68777,Divorced,4,Suburban,24,1,-0.03767254995190117,0,0
642,47,16,41804.24,Auto,2,172973,Married,1,Rural,19,0,-0.09095153589854793,0,0
643,63,18,41733.81,Life,3,69966,Divorced,3,Urban,35,0,-0.05623405364520062,0,0
644,79,16,35059.61,Medical,0,36515,Married,2,Urban,22,0,0.01321513913129746,1,1
645,69,10,14925.05,Life,4,175878,Divorced,2,Urban,79,0,-0.05041942790274345,0,0
646,22,18,17139.93,Medical,1,118698,Single,3,Rural,0,0,-0.028953338069420465,0,0
647,29,6,15769.23,Medical,0,23573,Widowed,1,Urban,26,0,-0.012634556551018639,0,0
648,33,19,1492.28,Life,3,193013,Divorced,3,Urban,51,1,-0.01958384335750618,0,0
649,43,4,29337.16,Auto,2,125410,Married,2,Suburban,1,0,-0.06915564703974153,0,0
650,43,13,35092.27,Medical,0,63915,Widowed,2,Rural,20,0,-0.04498685651757739,0,0
651,65,14,42766.37,Life,2,25060,Single,4,Suburban,8,0,-0.00834567257825436,0,0
652,38,3,7438.19,Medical,4,149471,Widowed,1,Urban,87,0,0.017333738757417283,1,1
653,56,10,27437.07,Home,3,75421,Married,4,Rural,47,0,-0.06007758202135993,0,0
654,53,6,896.4,Home,3,65610,Single,0,Rural,38,0,-0.031804558636464586,0,0
655,50,1,5207.14,Home,1,30933,Single,3,Suburban,41,0,-0.007473948407350273,0,0
656,79,14,3183.48,Home,3,92168,Divorced,4,Suburban,70,0,-0.015739642997939285,0,0
657,47,8,36411.16,Auto,0,63898,Widowed,1,Rural,44,1,-0.07489723037856788,0,0
658,54,19,4512.45,Home,0,25589,Divorced,3,Rural,1,0,-0.02009469784603901,0,0
659,40,14,35964.42,Life,0,31612,Single,3,Suburban,75,0,-0.01501328729435103,0,0
660,75,10,12856.42,Medical,4,67611,Divorced,3,Urban,76,0,-0.03148534216232035,0,0
661,27,17,43946.79,Life,3,38888,Divorced,3,Rural,66,0,-0.04990862261340512,0,0
662,71,9,40750.92,Home,3,39417,Married,3,Urban,42,0,-0.026847543916216132,0,0
663,22,6,47912.6,Auto,0,65440,Divorced,1,Suburban,17,0,-0.05023831441934434,0,0
664,53,11,44246.22,Home,1,186816,Single,0,Rural,38,0,-0.04432227879152251,0,0
665,51,7,46699.81,Home,1,31891,Divorced,2,Suburban,5,1,-0.03486210086887909,0,0
666,69,17,43007.75,Auto,3,92131,Single,0,Rural,41,0,-0.05808269968849178,0,0
667,48,1,34822.4,Auto,3,82093,Single,2,Rural,51,0,-0.06905857498500412,0,0
668,27,5,8927.83,Auto,2,48557,Married,4,Suburban,26,1,-0.046340538284501465,0,0
669,75,9,13949.52,Auto,3,131129,Single,3,Suburban,78,0,-0.055349382139710745,0,0
670,36,18,11029.98,Auto,0,103817,Single,4,Urban,14,0,-0.048068989740956636,0,0
671,75,2,30377.5,Auto,4,22192,Married,4,Suburban,18,1,-0.019868819734970677,0,0
672,49,11,25429.19,Medical,3,196104,Single,2,Suburban,61,0,-0.02702783420705135,0,0
673,18,6,43420.46,Home,3,193933,Married,1,Urban,63,0,0.0007049949386771504,1,1
674,73,8,47657.31,Home,0,54946,Widowed,3,Suburban,50,0,-0.00830647893093639,0,0
675,22,4,20540.56,Auto,2,69884,Widowed,4,Urban,46,0,-0.053432307398122436,0,0
676,62,18,25564.35,Life,3,66360,Widowed,0,Urban,56,1,-0.03355122437220437,0,0
677,21,11,48590.06,Auto,1,83252,Single,3,Suburban,19,0,-0.045768805342955354,0,0
678,33,5,14173.83,Medical,1,148651,Divorced,1,Urban,19,0,-0.057648247835461075,0,0
679,41,15,39723.34,Life,1,61472,Married,3,Urban,81,1,-0.030474916896740756,0,0
680,33,18,11649.38,Medical,4,55455,Widowed,4,Urban,63,0,0.010227090082002288,1,1
681,72,2,34232.28,Life,4,48672,Married,0,Suburban,37,0,0.0009397693684097819,1,1
682,19,11,13053.97,Life,3,23756,Widowed,4,Suburban,37,1,-0.008799277217143464,0,0
683,66,13,44244.8,Auto,3,126927,Widowed,1,Urban,64,1,-0.07803793290765781,0,0
684,45,4,28293.16,Medical,3,90030,Single,2,Suburban,75,0,-0.03840530650050711,0,0
685,49,7,9703.72,Life,4,78151,Married,0,Rural,4,0,-0.021379003060395196,0,0
686,44,11,11606.27,Medical,3,54047,Single,1,Urban,63,0,-0.029676814827057973,0,0
687,37,4,24945.54,Auto,0,153293,Married,1,Rural,26,0,-0.0806513722896931,0,0
688,41,15,48099.3,Auto,2,25164,Married,4,Suburban,19,0,-0.03021137963871645,0,0
689,29,1,38597.29,Auto,1,53622,Divorced,4,Rural,59,0,-0.07720726758021013,0,0
690,67,3,24671.33,Auto,1,55980,Widowed,4,Suburban,39,0,-0.03612155097530989,0,0
691,52,14,17217.1,Home,0,139528,Single,2,Suburban,82,0,-0.045751306895660315,0,0
692,77,6,27688.79,Life,3,104688,Divorced,3,Urban,78,0,-0.05635381657411609,0,0
693,50,18,37543.86,Home,4,174684,Married,3,Rural,5,0,-0.021465069416095273,0,0
694,50,1,39304.47,Auto,3,98066,Widowed,4,Urban,72,1,-0.043107439503251244,0,0
695,78,6,16568.14,Life,3,139947,Single,4,Rural,35,0,-0.027587531035343282,0,0
696,68,6,36197.38,Life,1,108660,Divorced,2,Suburban,86,0,-0.059471189111764966,0,0
697,60,16,33060.54,Medical,1,128115,Married,3,Suburban,73,0,-0.04387026640597347,0,0
698,54,5,47976.06,Auto,4,53043,Divorced,2,Urban,64,0,-0.07406342293161094,0,0
699,29,17,46588.97,Home,1,141886,Married,1,Rural,10,0,-0.03059921279525224,0,0
700,20,10,39574.28,Medical,3,97831,Married,3,Rural,48,0,-0.043449931768434924,0,0
701,18,18,36308.04,Life,0,86250,Widowed,4,Suburban,83,0,0.0018484574836655776,1,1
702,50,7,14065.06,Home,4,189894,Single,0,Urban,27,0,-0.009678014744342711,0,0
703,57,3,42375.28,Auto,0,86345,Widowed,1,Suburban,21,0,-0.04519423567787251,0,0
704,27,13,21661.53,Home,3,105898,Single,0,Suburban,83,0,-0.025314229489894036,0,0
705,60,15,13975.91,Home,4,151108,Single,2,Urban,46,0,-0.05309305555185584,0,0
706,61,19,19515.96,Home,0,183474,Married,2,Rural,79,1,-0.00882086679624039,0,0
707,46,3,41878.81,Medical,4,110034,Divorced,2,Rural,65,1,-0.06472357352960034,0,0
708,30,4,7857.34,Life,3,113923,Single,4,Suburban,24,1,-0.016800371473957187,0,0
709,29,5,23079.86,Home,4,30273,Single,2,Rural,66,0,-0.0369277487140951,0,0
710,48,1,24871.7,Life,3,176102,Single,0,Urban,86,0,0.004242672200217235,1,1
711,63,4,2313.17,Medical,4,147419,Single,1,Rural,31,0,-0.015287386740422515,0,0
712,19,12,10189.43,Auto,4,72460,Married,4,Rural,16,0,-0.04456588986089094,0,0
713,78,10,41423.75,Auto,1,130803,Widowed,1,Suburban,39,0,-0.055891069057420584,0,0
714,68,13,41622.99,Home,3,96939,Divorced,2,Rural,83,0,-0.08451492357171525,0,0
715,67,14,14974.55,Medical,2,170111,Married,3,Urban,29,0,-0.03521375315589559,0,0
716,52,5,43807.41,Auto,4,34017,Married,4,Suburban,58,0,-0.047045127067246284,0,0
717,40,4,38703.26,Medical,0,102901,Married,2,Urban,27,0,-0.022733899464536855,0,0
718,34,14,21186.42,Medical,1,133000,Single,4,Rural,46,1,-0.04665976241741354,0,0
719,43,10,37546.11,Home,1,59215,Divorced,3,Rural,22,0,-0.09165340485570417,0,0
720,25,17,48086.06,Home,4,32583,Married,0,Suburban,82,0,0.03016404211292245,1,1
721,46,10,23219.0,Medical,2,183991,Married,0,Urban,56,0,-0.023596265211041634,0,0
722,43,7,12302.15,Medical,1,67025,Married,0,Rural,88,0,-0.03130121097810368,0,0
723,27,16,47119.92,Home,3,195326,Single,3,Rural,87,0,-0.009681297664279387,0,0
724,43,1,30385.34,Medical,4,197347,Single,1,Suburban,0,1,0.016596893571549254,1,1
725,79,17,5710.63,Home,4,77943,Married,3,Rural,28,0,-0.007219954119993766,0,0
726,51,9,28847.8,Life,2,160586,Single,3,Rural,49,0,-0.07275711481204439,0,0
727,68,6,25278.75,Medical,3,189488,Divorced,2,Rural,63,0,-0.05981059068944161,0,0
728,58,19,42851.65,Home,3,21511,Single,0,Urban,80,0,-0.0015263494413557677,0,0
729,24,13,26769.41,Medical,2,169714,Married,4,Urban,74,0,-0.003643349471521673,0,0
730,21,3,13134.01,Home,0,102151,Divorced,1,Urban,36,0,-0.04992655773575616,0,0
731,75,7,33944.38,Medical,3,44225,Single,4,Rural,60,0,-0.019575291712124576,0,0
732,70,9,27357.48,Auto,0,171918,Married,2,Suburban,6,1,-0.06806732272908422,0,0
733,67,5,12035.71,Auto,0,49152,Widowed,2,Suburban,89,0,-0.020589610067612618,0,0
734,62,10,28894.58,Medical,4,126053,Widowed,1,Suburban,86,0,-0.022007227903148796,0,0
735,28,17,41166.01,Auto,4,86107,Divorced,4,Urban,63,0,-0.06655919281179623,0,0
736,46,12,1914.26,Medical,1,144387,Divorced,1,Urban,17,0,-0.05114194357019075,0,0
737,73,16,31727.13,Medical,4,177260,Divorced,1,Urban,28,0,-0.030557733238006035,0,0
738,53,3,17804.47,Life,3,80910,Single,0,Urban,59,0,-0.020844885220200116,0,0
739,42,9,14987.24,Life,3,62530,Divorced,4,Rural,53,0,-0.08024298271704006,0,0
740,38,15,19933.09,Auto,0,98753,Single,0,Suburban,71,0,-0.0517918532845445,0,0
741,78,5,17430.12,Life,3,61999,Married,0,Suburban,20,0,-0.011554275618197551,0,0
742,74,13,41695.84,Life,4,26609,Single,0,Urban,20,0,0.00862078343451922,1,1
743,53,14,14102.49,Medical,4,198469,Single,3,Suburban,57,1,-0.0039039603712422988,0,0
744,27,15,36791.07,Home,4,69322,Married,2,Suburban,48,0,-0.024991244008168212,0,0
745,54,16,5155.96,Medical,2,25151,Widowed,2,Urban,35,0,-0.013450391349434154,0,0
746,26,13,47594.12,Life,3,26406,Single,3,Urban,16,0,-0.011790252272310564,0,0
747,41,17,31304.67,Medical,1,82678,Single,1,Urban,79,0,-0.031052494698002864,0,0
748,52,8,35482.57,Auto,3,67062,Married,4,Urban,52,0,-0.07293078267419284,0,0
749,66,2,15252.95,Home,3,184028,Divorced,4,Rural,14,1,-0.029428664075927813,0,0
750,52,5,20898.78,Life,2,131377,Married,4,Suburban,78,0,-0.04445788260569539,0,0
751,65,6,11577.03,Life,3,73830,Widowed,0,Rural,39,1,-0.04447540803676253,0,0
752,53,12,46660.54,Medical,0,33133,Divorced,4,Suburban,80,0,-0.01401425160787828,0,0
753,35,18,24661.17,Medical,4,32209,Widowed,4,Rural,50,0,-0.006224246099327035,0,0
754,66,1,31707.18,Medical,4,129828,Single,4,Urban,64,0,0.02443885997610007,1,1
755,56,17,36846.47,Medical,2,94681,Widowed,2,Rural,12,0,-0.04530360958035373,0,0
756,49,11,18869.75,Life,4,74345,Widowed,3,Urban,37,0,-0.039869182636188105,0,0
757,41,10,36145.03,Medical,0,62585,Married,1,Urban,73,0,-0.02220370474755262,0,0
758,40,19,33961.63,Life,2,54638,Divorced,3,Rural,25,0,-0.07722553966231027,0,0
759,79,14,35430.14,Medical,1,40645,Single,4,Suburban,75,1,-0.008905881765254087,0,0
760,49,10,24716.88,Home,4,38408,Single,1,Rural,82,0,-0.036510821473906496,0,0
761,54,15,19455.4,Home,3,32521,Single,1,Urban,14,1,-0.04656504883981727,0,0
762,29,19,11493.07,Medical,0,107414,Divorced,3,Urban,4,1,-0.025731293735238525,0,0
763,66,4,41319.0,Medical,0,148432,Divorced,3,Suburban,1,0,-0.03392085465779293,0,0
764,72,2,30613.33,Auto,4,143520,Widowed,3,Suburban,77,0,-0.037779141068761124,0,0
765,30,9,22495.43,Home,1,58221,Widowed,3,Suburban,64,0,-0.03991645297511193,0,0
766,40,10,47227.8,Life,3,120131,Divorced,0,Urban,76,0,-0.039273536882704185,0,0
767,42,11,2868.02,Home,1,172158,Single,2,Rural,59,1,-0.05201243561953384,0,0
768,52,14,42583.51,Life,1,36923,Divorced,2,Suburban,55,0,-0.06714981066237447,0,0
769,58,7,49880.34,Medical,4,101761,Married,4,Urban,77,0,0.001400707349355268,1,1
770,47,15,44403.63,Home,3,27202,Divorced,0,Rural,37,0,-0.05065298614091296,0,0
771,34,19,40616.61,Home,4,115675,Divorced,1,Suburban,56,1,-0.053695930806818115,0,0
772,66,15,19028.15,Auto,4,188278,Single,3,Rural,50,0,-0.061782715795973386,0,0
773,79,8,11950.05,Auto,0,170957,Widowed,4,Rural,40,1,-0.03720683404485248,0,0
774,37,11,36875.1,Home,4,130443,Married,1,Urban,78,0,-0.020179760090679122,0,0
775,65,9,15576.48,Home,2,31218,Married,2,Urban,69,0,-0.03244832157664135,0,0
776,42,15,9213.96,Home,3,65692,Married,1,Urban,82,1,-0.020628242563500043,0,0
777,39,1,39433.03,Life,0,117148,Divorced,3,Rural,51,1,-0.06179975618773703,0,0
778,30,1,15970.91,Medical,3,26716,Single,3,Suburban,0,0,0.00033799987091021055,1,1
779,76,19,45764.87,Auto,0,36088,Divorced,2,Suburban,84,0,-0.03318767921265231,0,0
780,36,3,42111.32,Medical,2,51001,Widowed,3,Suburban,17,0,-0.03030830069327728,0,0
781,66,10,42458.2,Auto,4,173656,Single,0,Urban,26,0,-0.04473688873111359,0,0
782,53,8,38692.7,Auto,0,151022,Married,4,Suburban,71,0,-0.058453298075899496,0,0
783,29,15,44103.63,Auto,0,24286,Divorced,2,Suburban,75,0,-0.053717801046056946,0,0
784,78,10,40384.47,Home,0,155811,Single,2,Urban,41,0,-0.031756635879955364,0,0
785,58,1,30324.31,Auto,2,50158,Divorced,1,Suburban,5,0,-0.05984616169159429,0,0
786,36,18,15143.22,Medical,3,120393,Single,2,Suburban,89,0,-0.015333841638097145,0,0
787,29,2,44466.36,Auto,2,25605,Married,4,Suburban,79,0,-0.019538331667462328,0,0
788,26,19,42109.88,Medical,0,76492,Widowed,0,Rural,82,1,0.006111483985828614,1,1
789,24,13,23907.53,Auto,0,23321,Widowed,1,Rural,81,0,-0.04460668205340823,0,0
790,45,1,2434.39,Auto,4,195613,Divorced,4,Urban,23,0,-0.028700242759198025,0,0
791,31,2,32107.91,Home,2,32170,Married,2,Urban,44,0,-0.015419020421484797,0,0
792,48,16,3004.54,Medical,2,76045,Divorced,3,Rural,83,0,-0.056039929320488624,0,0
793,69,15,46350.86,Auto,1,160005,Divorced,3,Urban,70,0,-0.08758163038713407,0,0
794,36,13,48100.75,Auto,3,160978,Single,4,Urban,6,0,-0.03755623289129728,0,0
795,75,16,9879.76,Medical,1,130540,Single,0,Suburban,15,0,-0.012206023378367403,0,0
796,64,17,33981.27,Auto,1,174886,Single,3,Urban,57,1,-0.0794770473516288,0,0
797,33,7,5067.32,Life,3,121101,Married,4,Urban,56,0,-0.03226238433495099,0,0
798,70,17,36611.09,Home,4,20818,Married,1,Suburban,41,0,-0.008810181161703068,0,0
799,22,7,17690.74,Medical,4,28434,Divorced,2,Suburban,13,1,-0.028116900405222633,0,0
800,52,13,34211.98,Home,3,141494,Single,0,Rural,55,1,-0.06483788352392339,0,0
801,29,5,18957.39,Life,3,50571,Married,0,Urban,11,1,-0.003832732765167046,0,0
802,42,17,7705.59,Life,2,60694,Divorced,1,Suburban,14,0,-0.05466601522823944,0,0
803,69,3,20602.44,Life,2,114426,Married,0,Urban,7,0,-0.014042990766291452,0,0
804,76,7,6077.34,Medical,2,138792,Divorced,4,Urban,57,0,-0.023716987666308142,0,0
805,38,17,29055.72,Life,2,65485,Widowed,0,Rural,52,0,-0.047459827009907474,0,0
806,53,7,2527.1,Medical,0,163141,Single,0,Rural,8,0,-0.011830255858517602,0,0
807,70,1,26602.32,Medical,0,77198,Widowed,0,Rural,45,0,-0.005479371534702793,0,0
808,40,17,44375.25,Auto,4,118316,Divorced,4,Rural,6,0,-0.070531565261723,0,0
809,33,17,41974.73,Medical,0,189734,Divorced,2,Rural,43,0,-0.05452151690493379,0,0
810,74,11,44197.69,Life,0,108970,Single,3,Suburban,13,0,-0.014214812189428883,0,0
811,56,3,46141.42,Medical,2,92928,Single,0,Rural,74,0,-0.020675912715758415,0,0
812,62,15,5674.13,Medical,2,167174,Divorced,1,Suburban,5,0,-0.053146256189182006,0,0
813,70,11,6872.99,Home,3,184529,Married,1,Rural,34,0,-0.04322595251339001,0,0
814,59,16,28071.84,Life,2,107798,Single,4,Suburban,69,0,-0.0390108331752651,0,0
815,75,9,44751.65,Medical,3,72290,Divorced,2,Urban,60,0,-0.03677628893277307,0,0
816,56,1,48730.3,Auto,3,142664,Single,0,Rural,23,0,-0.04340326660550631,0,0
817,31,16,2789.96,Medical,0,163004,Single,4,Suburban,72,1,-0.010095037738501511,0,0
818,48,9,18110.82,Medical,2,31766,Widowed,3,Rural,1,0,-0.03983564948473273,0,0
819,75,19,11038.27,Home,0,108247,Widowed,2,Suburban,77,0,-0.010966865990059471,0,0
820,22,12,37920.31,Life,2,33292,Married,2,Suburban,50,0,-0.023381070174485652,0,0
821,52,19,32189.6,Life,0,198703,Single,4,Rural,30,1,-0.01703182015431015,0,0
822,40,9,6434.46,Auto,0,92944,Divorced,1,Suburban,26,0,-0.08313880343453545,0,0
823,46,7,24434.34,Auto,0,126446,Divorced,2,Urban,30,0,-0.11173486975472718,0,0
824,60,14,34429.31,Auto,4,54533,Single,1,Rural,69,0,-0.07518123627663109,0,0
825,28,19,39060.77,Medical,0,100773,Single,2,Urban,42,1,-0.01943578283507541,0,0
826,35,19,1492.61,Medical,1,144433,Married,2,Suburban,81,0,-0.01037334869898976,0,0
827,64,2,44578.24,Auto,1,156850,Married,2,Suburban,51,0,-0.058988066038336506,0,0
828,29,9,28679.43,Life,1,55059,Married,3,Rural,13,0,-0.05912623824708174,0,0
829,26,13,40689.5,Life,3,142418,Divorced,1,Urban,58,0,-0.05735560420354047,0,0
830,27,15,40492.93,Auto,0,155938,Widowed,3,Urban,19,0,-0.05077102188233684,0,0
831,75,3,9897.71,Home,1,93965,Married,1,Rural,51,0,-0.038957811489470084,0,0
832,61,11,5953.52,Life,3,80661,Divorced,3,Urban,74,0,-0.055387560040872974,0,0
833,34,14,36203.72,Life,1,63352,Married,3,Rural,39,0,-0.058847273311698256,0,0
834,78,8,8243.13,Auto,2,130051,Divorced,3,Rural,67,0,-0.09284962535513447,0,0
835,55,18,42571.91,Life,4,108373,Single,4,Suburban,43,0,-0.017215651309597013,0,0
836,24,19,36446.38,Medical,0,54075,Divorced,3,Suburban,5,0,-0.022672515434572604,0,0
837,63,16,42170.36,Medical,4,111931,Single,2,Urban,86,1,-0.017517222377167463,0,0
838,30,2,15301.13,Life,4,44104,Divorced,0,Rural,56,0,-0.034484352055438205,0,0
839,57,8,16171.6,Medical,2,85827,Widowed,3,Rural,57,0,-0.056350467094519185,0,0
840,59,6,33725.47,Home,2,89222,Divorced,0,Rural,71,0,-0.07147620507762154,0,0
841,26,12,2056.57,Life,2,152714,Single,0,Rural,29,1,-0.031462179044351224,0,0
842,67,15,36461.59,Auto,3,117013,Widowed,2,Suburban,51,0,-0.08497154558619852,0,0
843,44,8,41871.26,Medical,1,82845,Divorced,0,Urban,10,0,-0.040431406352415156,0,0
844,75,4,21050.6,Home,0,28769,Divorced,0,Suburban,46,0,-0.0074092005041790365,0,0
845,19,15,38361.5,Home,2,115369,Married,0,Rural,4,0,-0.022221466481254337,0,0
846,22,17,9143.24,Medical,0,70375,Widowed,1,Urban,2,0,0.018221844039956747,1,1
847,46,13,16451.89,Home,0,183150,Single,3,Urban,14,1,-0.03672579490439798,0,0
848,54,18,48728.1,Life,0,32268,Widowed,3,Rural,1,0,0.0003269459114605411,1,1
849,55,2,49323.24,Home,2,161916,Single,0,Rural,1,0,-0.012075131638117576,0,0
850,36,13,25873.95,Medical,2,94174,Married,2,Suburban,71,1,-0.049132020785562114,0,0
851,25,13,46746.35,Home,1,122677,Married,1,Suburban,53,0,-0.027306567486697464,0,0
852,65,15,26375.17,Medical,2,162305,Single,2,Rural,45,0,-0.0576781831353006,0,0
853,62,10,14933.61,Medical,2,50496,Single,2,Rural,40,0,-0.058680406452868206,0,0
854,18,3,13711.51,Home,0,168878,Single,0,Suburban,68,0,0.006321224029060546,1,1
855,39,19,46510.53,Medical,1,191398,Married,4,Urban,29,0,0.014098265127975629,1,1
856,69,3,9036.1,Medical,4,98807,Widowed,0,Urban,43,0,0.0014655114130018854,1,1
857,34,14,29191.81,Auto,2,190585,Married,4,Urban,9,0,-0.04904675362543465,0,0
858,24,8,27998.49,Life,2,39465,Divorced,1,Suburban,87,0,-0.05253616723232479,0,0
859,42,4,37111.27,Medical,4,190574,Married,4,Rural,82,1,-0.006725724917767795,0,0
860,62,11,25212.52,Life,0,159322,Divorced,0,Urban,29,0,-0.05427640554382174,0,0
861,21,11,13978.14,Auto,1,80503,Divorced,0,Rural,88,0,-0.07163412747869391,0,0
862,53,11,8885.13,Auto,0,41310,Married,2,Suburban,74,0,-0.0532827801894773,0,0
863,23,2,31230.53,Auto,3,150301,Married,0,Suburban,48,0,-0.03972284758956457,0,0
864,77,17,36090.04,Auto,2,113518,Married,0,Rural,34,0,-0.06201228240305745,0,0
865,48,9,28691.3,Life,3,52206,Widowed,3,Rural,64,0,-0.06490750075931984,0,0
