Claim_ID,Customer_Age,Policy_Tenure,Claim_Amount,Claim_Type,Previous_Claims,Customer_Income,Marital_Status,Number_of_Dependents,Location,Claim_Submission_Delay,Fraudulent_Claim
1211,31,13,38971.61,Home,0,84936,Single,3,Suburban,42,0
1212,76,14,13818.09,Auto,0,111703,Divorced,0,Urban,20,0
1213,73,8,40688.54,Medical,4,129877,Widowed,2,Urban,44,1
1214,68,8,26907.18,Life,0,49519,Single,0,Suburban,19,1
1215,24,15,3111.45,Medical,0,122417,Single,2,Suburban,42,0
1216,20,13,23118.47,Auto,1,95864,Single,0,Rural,49,0
1217,64,7,47136.82,Medical,0,75881,Single,4,Suburban,42,0
1218,40,5,44449.04,Home,2,44732,Married,3,Rural,23,0
1219,63,17,5562.08,Life,0,168745,Married,2,Suburban,81,1
1220,60,16,37334.27,Life,4,95909,Widowed,3,Suburban,83,0
1221,64,2,40386.75,Home,3,25720,Widowed,4,Suburban,59,0
1222,77,18,13933.72,Home,1,79115,Single,0,Suburban,31,0
1223,62,17,23844.62,Life,2,135843,Married,3,Urban,4,0
1224,35,7,35693.9,Life,3,71940,Widowed,0,Suburban,1,0
1225,75,13,22232.55,Life,2,156225,Divorced,0,Urban,25,0
1226,55,18,6083.45,Auto,1,91762,Married,3,Suburban,24,0
1227,52,14,35441.18,Auto,4,189091,Married,2,Suburban,49,0
1228,68,18,45626.12,Auto,1,104833,Married,2,Urban,85,0
1229,32,13,32797.99,Medical,2,167659,Single,3,Suburban,38,0
1230,42,11,38803.14,Auto,2,38206,Divorced,2,Rural,85,0
1231,72,16,18238.95,Life,1,111471,Single,1,Rural,74,0
1232,54,17,9568.31,Auto,0,115169,Widowed,0,Suburban,10,0
1233,45,8,32317.3,Life,1,30736,Divorced,3,Rural,62,0
1234,27,19,16724.67,Home,4,126937,Single,4,Rural,67,0
1235,56,15,43073.64,Medical,1,158043,Married,3,Rural,17,0
1236,74,9,6570.09,Medical,3,76577,Divorced,3,Rural,27,0
1237,34,10,21956.45,Home,0,176796,Married,0,Urban,41,0
1238,56,12,20138.02,Life,3,151003,Widowed,4,Urban,59,0
1239,39,1,46933.67,Medical,1,107702,Divorced,0,Urban,21,0
1240,43,9,8080.17,Auto,0,98694,Widowed,2,Rural,39,0
1241,79,15,987.42,Life,3,111310,Widowed,3,Rural,61,0
1242,61,1,12285.22,Medical,3,75155,Widowed,0,Urban,2,0
1243,42,12,41103.7,Home,0,148491,Divorced,1,Rural,70,0
1244,34,3,10861.43,Life,0,162180,Widowed,3,Urban,62,0
1245,30,11,12423.46,Medical,2,97613,Single,2,Urban,19,0
1246,37,2,6929.99,Home,0,76938,Single,0,Urban,70,0
1247,42,16,35914.09,Life,1,121163,Widowed,0,Rural,70,0
1248,21,9,3924.12,Auto,4,88498,Married,1,Urban,25,0
1249,27,15,16894.81,Life,2,37751,Widowed,2,Suburban,40,0
1250,20,12,14483.69,Auto,0,131161,Widowed,1,Urban,2,0
1251,58,1,27980.41,Life,4,52390,Married,3,Urban,42,0
1252,62,13,36655.61,Home,2,121213,Divorced,4,Suburban,16,0
1253,35,14,26877.38,Auto,1,128712,Divorced,0,Rural,83,0
1254,64,8,46585.79,Auto,4,167065,Widowed,1,Urban,52,0
1255,53,8,47596.41,Life,0,80403,Single,0,Suburban,51,0
1256,64,12,18392.53,Medical,0,46859,Single,0,Rural,32,0
1257,39,1,38995.18,Auto,1,171950,Single,1,Suburban,79,0
1258,51,11,37070.67,Life,2,119124,Widowed,0,Urban,59,0
1259,64,8,44701.75,Home,4,145940,Single,2,Suburban,86,0
1260,25,10,22673.21,Life,1,47100,Single,2,Rural,67,0
1261,57,19,26758.42,Life,2,191095,Divorced,4,Urban,55,0
1262,66,11,21080.83,Auto,3,137350,Widowed,2,Suburban,63,1
1263,61,7,42593.66,Medical,3,198781,Divorced,1,Rural,7,1
1264,36,11,11870.26,Home,2,141792,Married,2,Rural,68,0
1265,59,17,12365.6,Auto,0,74524,Divorced,4,Urban,32,0
1266,58,1,18943.95,Auto,0,122757,Widowed,3,Urban,24,0
1267,54,8,11901.97,Auto,3,105049,Single,3,Urban,70,0
1268,23,6,28269.84,Home,0,64974,Widowed,1,Urban,6,0
1269,69,18,7157.26,Medical,0,197550,Divorced,4,Suburban,58,0
1270,43,6,16349.22,Home,2,73768,Widowed,2,Rural,32,0
1271,51,5,45715.51,Home,2,68544,Widowed,4,Urban,40,0
1272,76,13,20756.66,Medical,0,169122,Divorced,0,Urban,32,0
1273,73,19,37537.57,Home,2,170856,Divorced,4,Urban,28,0
1274,76,8,6116.38,Life,4,31774,Married,2,Suburban,38,0
1275,62,9,12754.44,Home,3,186040,Married,1,Rural,56,0
1276,23,17,40463.61,Auto,4,97678,Divorced,0,Rural,63,1
1277,54,3,38268.15,Home,4,70135,Widowed,4,Urban,85,0
1278,74,19,19614.72,Auto,0,174079,Divorced,3,Rural,65,0
1279,50,11,47742.65,Home,0,45158,Single,2,Suburban,8,0
1280,70,17,45576.83,Auto,4,91587,Married,1,Rural,28,0
1281,39,19,48133.89,Auto,4,155187,Single,2,Urban,73,0
1282,38,2,21681.78,Auto,1,79317,Widowed,4,Rural,27,0
1283,23,8,10274.94,Medical,1,26371,Single,1,Suburban,52,0
1284,23,19,31519.6,Home,3,114226,Divorced,3,Suburban,45,1
1285,72,7,34396.27,Home,4,59355,Divorced,0,Rural,38,1
1286,65,17,6709.37,Life,2,117956,Divorced,4,Rural,75,0
1287,21,6,39430.91,Life,1,194447,Single,1,Urban,57,1
1288,47,19,1393.98,Life,0,133538,Single,0,Urban,85,0
1289,28,6,24395.06,Home,4,122126,Single,1,Urban,53,0
1290,79,2,16885.3,Medical,2,28338,Divorced,4,Rural,5,0
1291,79,6,37145.0,Auto,2,173079,Divorced,1,Suburban,44,0
1292,47,5,15981.66,Home,2,22477,Divorced,3,Suburban,39,0
1293,48,19,41426.95,Medical,0,62423,Single,1,Rural,22,1
1294,41,4,29950.2,Medical,1,95973,Single,4,Suburban,41,0
1295,72,17,39797.72,Home,2,199172,Widowed,1,Suburban,37,1
1296,26,11,49472.36,Auto,1,49236,Married,0,Rural,15,0
1297,72,4,34118.34,Medical,3,151440,Divorced,0,Suburban,73,0
1298,20,13,49255.04,Home,0,45839,Single,2,Rural,46,0
1299,68,17,1927.4,Auto,1,137537,Married,2,Urban,20,1
1300,48,9,17237.93,Life,1,131902,Single,3,Suburban,73,0
1301,57,4,5838.74,Medical,2,121051,Single,0,Rural,74,0
1302,54,14,13484.09,Medical,2,27139,Divorced,2,Suburban,20,0
1303,53,19,42024.95,Home,0,178213,Married,1,Suburban,24,0
1304,41,3,2100.0,Home,1,128314,Single,3,Urban,60,0
1305,48,14,26249.06,Auto,4,84262,Married,4,Rural,53,0
1306,23,8,28572.87,Life,2,157776,Married,2,Urban,88,0
1307,19,1,28276.98,Life,2,152959,Divorced,2,Suburban,59,0
1308,37,10,24027.21,Home,3,31975,Married,0,Suburban,41,0
1309,45,18,39634.85,Home,0,151616,Widowed,3,Suburban,60,0
1310,28,16,7110.38,Auto,1,104984,Widowed,0,Rural,31,1
1311,21,8,15873.56,Home,1,108366,Divorced,0,Urban,52,0
1312,32,1,30978.44,Auto,1,197395,Divorced,3,Rural,43,0
1313,23,12,34702.09,Auto,2,140491,Widowed,1,Suburban,10,0
1314,71,8,20505.35,Life,0,70382,Divorced,2,Urban,46,1
1315,66,16,43830.88,Auto,1,43926,Married,0,Suburban,89,0
1316,47,18,21066.92,Life,4,116538,Single,2,Urban,59,0
1317,73,4,20437.42,Life,3,133117,Divorced,3,Rural,35,1
1318,55,6,2292.26,Life,3,33333,Widowed,1,Rural,59,0
1319,68,12,27781.5,Home,1,36942,Single,4,Rural,32,0
1320,79,9,35579.7,Life,2,173519,Married,1,Rural,41,0
1321,74,15,6164.69,Auto,3,94397,Single,3,Rural,12,0
1322,19,16,15618.92,Home,3,175905,Widowed,1,Urban,13,0
1323,32,12,39172.22,Auto,3,41530,Single,4,Urban,57,0
1324,28,14,18613.01,Home,3,67060,Widowed,0,Suburban,39,0
1325,25,13,12459.32,Auto,1,101292,Divorced,1,Urban,64,0
1326,43,2,33773.93,Medical,0,61104,Divorced,3,Suburban,4,0
1327,68,3,10239.56,Medical,0,22634,Widowed,1,Rural,29,0
1328,62,10,44834.82,Medical,2,27288,Divorced,4,Urban,81,0
1329,61,9,5727.12,Auto,4,54253,Married,3,Urban,44,0
1330,22,8,35474.22,Home,0,146628,Single,1,Rural,57,0
1331,23,10,25227.66,Life,4,47005,Widowed,3,Rural,38,0
1332,43,19,43561.51,Life,0,69824,Widowed,4,Rural,11,0
1333,71,3,6746.66,Auto,0,97702,Widowed,0,Suburban,33,1
1334,21,5,34055.8,Auto,2,37798,Married,4,Suburban,13,0
1335,36,3,28816.7,Auto,3,180373,Married,0,Urban,37,0
1336,37,16,24264.46,Auto,2,75267,Married,2,Rural,15,0
1337,50,17,24824.66,Life,0,154966,Widowed,4,Urban,60,0
1338,37,15,36237.86,Home,3,23846,Married,0,Rural,58,0
1339,66,3,46918.21,Life,3,83571,Divorced,2,Rural,74,0
1340,29,12,5016.96,Auto,3,34481,Single,2,Rural,78,0
1341,64,9,1465.38,Medical,4,144908,Divorced,2,Rural,73,1
1342,18,12,40382.39,Life,0,62154,Divorced,3,Rural,66,0
1343,43,15,5854.38,Medical,1,149447,Married,4,Suburban,10,0
1344,31,2,49341.49,Medical,2,28048,Widowed,4,Urban,10,0
1345,55,18,31157.74,Auto,4,47386,Divorced,4,Rural,15,0
1346,54,12,32717.89,Life,2,184408,Single,4,Suburban,37,0
1347,79,4,10345.14,Home,1,124794,Married,3,Suburban,29,0
1348,28,16,12395.46,Life,3,174925,Divorced,4,Rural,40,0
1349,53,16,33137.84,Home,1,54713,Married,0,Rural,0,0
1350,30,1,45531.48,Home,2,167863,Single,2,Suburban,37,0
1351,60,2,49128.33,Auto,1,97481,Married,3,Rural,59,0
1352,20,3,10302.53,Home,0,192645,Widowed,3,Suburban,18,0
1353,50,17,7138.92,Life,1,59899,Divorced,4,Rural,58,0
1354,23,1,3291.87,Life,0,110217,Divorced,2,Suburban,67,0
1355,67,6,43480.7,Medical,1,34975,Widowed,0,Rural,9,0
1356,73,15,15088.38,Home,0,93247,Single,2,Suburban,16,0
1357,27,14,589.7,Auto,0,130295,Single,1,Urban,79,0
1358,22,15,11579.0,Auto,1,139045,Married,2,Rural,84,0
1359,40,14,17351.83,Life,4,32105,Divorced,0,Rural,71,1
1360,27,5,49553.82,Home,3,69645,Single,0,Suburban,28,0
1361,61,6,26415.31,Auto,3,150291,Widowed,0,Rural,5,0
1362,19,17,10633.34,Home,3,50146,Widowed,3,Urban,65,0
1363,30,11,17073.51,Home,0,154940,Widowed,3,Urban,62,0
1364,57,16,16850.23,Medical,3,64294,Single,1,Suburban,30,0
1365,19,12,1476.42,Auto,0,95596,Widowed,2,Suburban,24,0
1366,37,15,7191.56,Medical,4,156505,Divorced,4,Rural,86,0
1367,18,4,34912.22,Auto,1,42612,Single,1,Suburban,20,0
1368,54,18,6452.42,Home,1,168894,Single,4,Urban,15,0
1369,26,3,11921.35,Auto,0,54120,Divorced,4,Urban,3,0
1370,34,8,17861.5,Life,0,192076,Widowed,1,Rural,45,0
1371,26,3,38007.88,Home,4,41294,Single,2,Urban,7,0
1372,28,8,29328.85,Auto,3,104300,Divorced,4,Suburban,5,1
1373,32,18,34605.5,Medical,4,102119,Divorced,3,Rural,52,0
1374,41,10,28567.11,Medical,1,101096,Married,3,Rural,63,0
1375,55,17,34337.83,Home,1,155496,Widowed,1,Rural,50,0
1376,72,8,640.69,Medical,3,60615,Widowed,4,Suburban,62,0
1377,52,11,46579.46,Home,1,46863,Divorced,1,Rural,87,0
1378,47,5,5990.55,Home,0,49469,Single,3,Rural,5,0
1379,48,13,20609.33,Home,1,123101,Married,1,Urban,61,0
1380,66,5,38666.4,Auto,2,174256,Married,4,Urban,32,1
1381,22,13,22043.92,Home,3,109446,Single,4,Rural,1,0
1382,79,6,47368.71,Medical,3,132613,Married,3,Suburban,40,1
1383,77,5,23645.65,Life,3,137456,Single,0,Suburban,15,0
1384,61,9,43809.5,Auto,2,186247,Married,0,Suburban,58,1
1385,67,16,40635.99,Medical,4,83872,Single,2,Suburban,8,0
1386,31,2,49058.82,Home,0,52208,Divorced,3,Urban,68,1
1387,70,1,46364.12,Home,3,71998,Divorced,2,Suburban,9,0
1388,73,8,44957.13,Life,1,76994,Married,3,Suburban,6,0
1389,28,19,36714.41,Medical,0,79895,Married,4,Rural,65,0
1390,26,11,18666.41,Auto,1,52894,Divorced,3,Suburban,19,0
1391,51,12,5753.21,Medical,0,41990,Widowed,1,Suburban,62,0
1392,29,12,34587.93,Home,0,193652,Single,2,Suburban,3,0
1393,52,7,48943.38,Auto,1,93230,Widowed,3,Suburban,27,0
1394,52,13,36466.92,Home,1,56087,Married,2,Urban,71,1
1395,18,8,46472.1,Home,0,28673,Divorced,3,Rural,34,0
1396,57,9,40313.08,Medical,3,189271,Married,0,Urban,1,1
1397,39,7,8574.18,Life,1,52187,Widowed,2,Rural,40,1
1398,77,15,12835.59,Home,2,43553,Divorced,4,Rural,27,0
1399,46,2,17422.35,Medical,2,63780,Divorced,4,Rural,74,0
1400,25,12,8828.89,Auto,0,124794,Divorced,3,Rural,72,0
1401,28,1,29291.74,Life,4,102158,Single,4,Urban,0,0
1402,58,8,48784.8,Home,0,21420,Married,4,Rural,26,0
1403,54,5,38192.21,Home,0,198512,Widowed,2,Suburban,66,0
1404,31,15,21457.64,Auto,3,64310,Single,3,Suburban,38,0
1405,77,1,722.97,Medical,3,63953,Widowed,2,Rural,72,0
1406,47,1,16007.16,Home,4,24987,Single,3,Suburban,39,0
1407,52,10,26574.58,Auto,4,196589,Divorced,4,Suburban,27,0
1408,38,10,16550.42,Home,4,52456,Single,3,Rural,84,1
1409,54,15,5996.23,Medical,4,138763,Married,3,Rural,23,0
1410,22,17,22416.87,Life,4,189252,Married,1,Rural,81,0
1411,36,6,13036.01,Medical,0,105398,Widowed,3,Urban,50,0
1412,76,3,45507.0,Medical,0,137183,Divorced,1,Rural,55,0
1413,31,13,5536.85,Medical,2,109782,Divorced,2,Rural,72,0
1414,43,16,2933.06,Auto,2,142740,Widowed,1,Urban,25,0
1415,79,8,763.05,Home,1,49681,Married,2,Suburban,87,0
1416,21,15,16739.45,Life,0,28323,Married,3,Urban,51,1
1417,42,17,33189.15,Auto,4,87393,Widowed,2,Suburban,5,1
1418,62,17,36655.48,Medical,1,198295,Divorced,4,Urban,58,0
1419,59,13,22936.45,Life,3,116123,Widowed,3,Rural,11,0
1420,42,17,34374.27,Medical,0,111354,Widowed,1,Urban,62,0
1421,35,6,18315.74,Medical,2,176319,Single,0,Rural,35,0
1422,57,17,33556.41,Medical,0,118808,Widowed,3,Suburban,8,0
1423,25,16,2509.5,Life,0,28484,Married,4,Rural,73,0
1424,56,14,19842.27,Home,0,181754,Widowed,2,Urban,66,0
1425,57,13,39647.06,Medical,0,90459,Divorced,1,Urban,28,1
1426,31,6,40248.8,Home,3,147162,Divorced,1,Suburban,70,0
1427,49,3,35949.36,Life,2,193091,Married,4,Rural,89,0
1428,68,14,10609.81,Life,0,101456,Divorced,4,Suburban,7,0
1429,78,14,12736.65,Medical,3,194335,Widowed,3,Rural,42,0
1430,55,15,49806.39,Home,1,173010,Married,0,Rural,76,1
1431,50,8,5617.21,Home,0,74890,Divorced,0,Suburban,34,1
1432,40,15,9442.8,Medical,3,33319,Widowed,2,Suburban,82,0
1433,32,13,6936.3,Auto,4,127697,Divorced,1,Rural,21,0
1434,50,17,16718.92,Auto,1,146193,Single,3,Suburban,79,0
1435,42,3,10903.7,Life,2,79432,Divorced,1,Rural,78,0
1436,34,6,25135.55,Life,0,157972,Married,3,Suburban,65,1
1437,50,5,24063.02,Auto,0,87696,Widowed,4,Suburban,20,0
1438,64,17,45124.53,Auto,3,167308,Widowed,2,Suburban,70,0
1439,72,2,2219.63,Auto,2,76485,Married,4,Urban,40,0
1440,19,15,16334.04,Medical,4,142359,Single,1,Suburban,40,0
1441,31,5,30034.57,Medical,1,157293,Widowed,2,Urban,48,0
1442,70,6,30437.69,Medical,2,45294,Married,3,Rural,3,0
1443,57,6,24266.25,Medical,0,161110,Divorced,3,Rural,64,0
1444,57,18,40875.44,Medical,3,174432,Single,2,Suburban,9,0
1445,68,18,3604.75,Medical,4,28255,Married,4,Urban,66,0
1446,56,4,40866.64,Life,3,129429,Divorced,2,Rural,9,1
1447,68,17,24990.33,Home,1,107464,Widowed,4,Urban,72,0
1448,23,14,7121.15,Life,2,199241,Widowed,2,Urban,16,0
1449,23,14,44342.24,Home,3,151444,Single,4,Rural,66,0
1450,20,13,32636.82,Life,3,132848,Divorced,0,Urban,52,1
1451,24,7,8595.51,Life,0,169970,Married,2,Urban,34,0
1452,68,12,2165.66,Medical,3,43855,Widowed,4,Rural,3,0
1453,25,15,7484.93,Medical,4,54758,Married,1,Suburban,67,0
1454,59,19,30635.5,Home,2,160679,Married,1,Suburban,10,0
1455,69,11,9375.16,Home,1,125094,Married,2,Urban,43,0
1456,32,15,11675.27,Medical,3,94089,Single,2,Suburban,59,0
1457,64,12,1744.42,Life,4,25383,Married,3,Rural,69,1
1458,46,3,36285.07,Home,1,80112,Single,4,Rural,61,0
1459,50,17,40613.04,Auto,4,151787,Single,2,Rural,31,0
1460,69,3,39943.98,Auto,3,160909,Divorced,1,Urban,45,0
1461,47,19,6814.62,Auto,3,99486,Widowed,1,Rural,22,0
1462,56,4,45213.41,Home,2,93528,Married,1,Urban,36,0
1463,44,3,33777.8,Medical,0,177889,Divorced,4,Urban,89,0
1464,53,16,44927.67,Medical,4,119354,Divorced,0,Rural,74,0
1465,46,12,22634.44,Medical,0,90278,Divorced,2,Rural,57,1
1466,55,8,22129.27,Home,0,33369,Divorced,0,Urban,84,0
1467,74,17,39334.56,Home,1,80428,Divorced,4,Rural,42,0
1468,50,7,5118.24,Auto,1,156116,Married,2,Suburban,87,0
1469,78,11,26283.26,Home,4,85123,Divorced,3,Urban,14,0
1470,54,18,41901.02,Auto,0,110914,Widowed,2,Urban,66,0
1471,44,1,41594.53,Auto,2,158333,Single,2,Rural,1,0
1472,72,3,47828.58,Medical,0,38064,Single,2,Rural,70,1
1473,50,4,35064.49,Home,1,33690,Widowed,2,Urban,4,0
1474,79,13,10784.65,Medical,0,153129,Married,2,Urban,52,0
1475,21,6,1503.88,Medical,3,121025,Single,4,Urban,44,0
1476,39,14,24231.08,Home,3,188661,Widowed,2,Rural,40,0
1477,19,5,25928.34,Home,2,120867,Widowed,4,Urban,62,1
1478,27,16,12393.0,Life,4,34559,Divorced,2,Suburban,71,0
1479,22,15,6672.52,Auto,0,164764,Single,2,Suburban,31,0
1480,76,15,29517.3,Life,3,68429,Divorced,4,Rural,1,1
1481,27,4,38330.66,Auto,4,36972,Married,2,Urban,9,0
1482,50,8,49661.13,Auto,3,61530,Single,1,Urban,42,0
1483,71,16,38035.98,Auto,4,143297,Single,2,Suburban,42,0
1484,55,16,39784.8,Medical,4,21365,Widowed,3,Urban,66,0
1485,30,4,31014.81,Medical,3,69683,Single,4,Rural,22,0
1486,48,13,49303.17,Home,1,114356,Married,2,Rural,81,0
1487,64,13,32177.84,Auto,4,149406,Married,2,Rural,59,1
1488,53,2,43082.54,Auto,0,78896,Single,4,Urban,80,0
1489,62,3,47316.34,Auto,3,119339,Widowed,0,Urban,5,0
1490,41,8,46528.0,Medical,1,169073,Married,1,Suburban,12,0
1491,69,15,19380.06,Home,3,157794,Divorced,1,Suburban,20,0
1492,73,11,4393.77,Medical,2,40100,Married,2,Rural,57,0
1493,32,9,9007.75,Life,0,140763,Single,4,Urban,84,0
1494,46,7,3431.55,Life,2,168532,Divorced,3,Urban,27,0
1495,25,13,5717.15,Life,4,81645,Single,2,Rural,69,0
1496,22,2,9640.24,Home,4,89551,Single,1,Rural,7,0
1497,46,8,17384.17,Life,2,24840,Single,2,Suburban,76,1
1498,64,7,27405.21,Home,2,106069,Widowed,4,Suburban,57,0
1499,21,12,35728.26,Medical,4,105990,Widowed,3,Rural,39,0
1500,29,19,10940.9,Medical,1,68105,Married,0,Urban,85,0
1501,62,7,33789.86,Home,0,25699,Single,3,Suburban,0,0
1502,19,10,35360.82,Medical,3,156994,Divorced,2,Rural,76,0
1503,44,16,28151.81,Medical,2,175991,Divorced,1,Urban,64,0
1504,48,3,45229.08,Home,0,177580,Divorced,4,Rural,9,0
1505,68,10,5994.24,Life,3,107200,Widowed,2,Urban,59,0
1506,68,6,9267.51,Home,3,117806,Widowed,0,Suburban,68,0
1507,53,18,21718.91,Auto,2,176350,Single,4,Urban,19,0
1508,53,18,6772.28,Medical,1,165934,Divorced,4,Urban,61,0
1509,43,5,28531.66,Home,1,164670,Divorced,4,Rural,12,0
1510,60,7,20220.82,Medical,0,146473,Widowed,2,Urban,57,0
1511,44,2,14587.49,Life,0,175846,Widowed,0,Suburban,36,1
1512,22,11,8914.5,Medical,4,22822,Divorced,2,Rural,9,0
1513,37,13,17099.24,Home,1,188324,Divorced,4,Rural,2,0
1514,28,5,30593.99,Life,0,110585,Married,4,Rural,33,0
1515,79,6,29001.37,Life,4,107420,Widowed,1,Rural,33,0
1516,27,14,8599.39,Life,3,33052,Single,3,Rural,29,0
1517,57,12,6683.53,Auto,0,103574,Single,2,Rural,36,1
1518,55,4,1820.5,Home,4,150171,Divorced,0,Rural,67,0
1519,23,6,1115.07,Home,1,139879,Widowed,4,Suburban,33,0
1520,25,10,44050.62,Life,3,164341,Single,2,Suburban,31,1
1521,40,18,2731.9,Medical,0,36551,Widowed,3,Rural,84,1
1522,64,15,36695.44,Life,1,89915,Divorced,2,Urban,57,0
1523,43,8,43663.26,Auto,3,27661,Divorced,3,Rural,23,0
1524,63,9,5353.86,Life,2,92503,Divorced,2,Rural,8,0
1525,60,5,22096.92,Home,1,115406,Widowed,1,Rural,40,1
1526,29,10,48134.0,Life,2,105930,Single,2,Urban,23,0
1527,43,6,41789.86,Medical,0,164603,Married,1,Suburban,24,1
1528,30,16,24740.35,Home,4,172442,Single,3,Urban,35,0
1529,57,3,38247.27,Medical,0,169637,Widowed,4,Urban,7,0
1530,79,10,41752.19,Life,1,144534,Single,4,Urban,88,0
1531,35,11,17727.33,Home,2,151904,Married,2,Urban,58,0
1532,42,11,44661.57,Auto,2,198050,Single,0,Rural,34,1
1533,50,17,23788.43,Home,3,161257,Married,2,Suburban,37,0
1534,64,4,26626.46,Medical,0,154564,Widowed,1,Urban,82,0
1535,57,4,49985.53,Home,0,78859,Divorced,1,Suburban,31,0
1536,77,17,42243.5,Auto,1,64630,Married,3,Rural,50,0
1537,60,9,18407.62,Auto,2,191656,Widowed,2,Rural,27,0
1538,29,19,1012.11,Auto,1,21076,Divorced,3,Suburban,55,1
1539,61,5,31495.62,Auto,1,133868,Married,0,Rural,7,0
1540,53,6,35343.71,Medical,2,185211,Divorced,4,Suburban,40,0
1541,65,3,32714.73,Home,1,188774,Single,4,Urban,22,0
1542,21,1,48409.19,Life,2,178607,Widowed,2,Rural,53,0
1543,22,16,43217.07,Auto,1,118343,Widowed,3,Rural,22,0
1544,73,11,22717.17,Life,4,83705,Widowed,3,Suburban,31,1
1545,54,13,3611.45,Life,1,179270,Widowed,0,Rural,9,0
1546,25,10,24064.91,Home,1,134870,Married,3,Urban,80,0
1547,59,3,34617.58,Life,4,115395,Single,1,Rural,34,0
1548,66,9,30581.64,Life,0,123800,Divorced,1,Rural,62,0
1549,45,12,27137.78,Medical,2,65760,Widowed,1,Rural,66,0
1550,48,14,23706.54,Life,3,143476,Widowed,2,Suburban,35,0
1551,75,1,15041.21,Home,4,55276,Married,1,Urban,48,0
1552,26,18,14228.66,Life,0,81913,Married,1,Urban,45,0
1553,71,17,25261.46,Home,1,93608,Married,4,Rural,26,0
1554,68,9,8449.86,Auto,0,33348,Single,2,Rural,30,0
1555,46,9,17363.93,Life,4,66678,Divorced,1,Suburban,33,0
1556,31,10,16536.97,Life,1,165024,Single,0,Urban,75,0
1557,57,19,29563.07,Life,0,134369,Widowed,1,Rural,58,0
1558,58,15,3800.77,Auto,3,20318,Married,2,Urban,53,0
1559,39,5,41568.6,Medical,2,97354,Widowed,3,Rural,88,0
1560,28,15,28337.73,Life,2,46011,Divorced,4,Rural,65,0
1561,40,2,33705.92,Home,4,38787,Divorced,4,Suburban,29,0
1562,18,13,35303.15,Medical,1,132286,Single,2,Urban,72,0
1563,63,16,14928.46,Medical,1,129160,Single,1,Urban,22,1
1564,54,15,23783.39,Medical,2,163588,Married,0,Rural,8,0
1565,38,10,47834.17,Life,0,119032,Married,1,Rural,83,0
1566,43,14,38451.91,Auto,1,185127,Widowed,1,Suburban,54,0
1567,63,10,48493.07,Auto,3,122305,Married,0,Rural,0,0
1568,53,14,37439.59,Life,3,28752,Married,4,Urban,55,0
1569,71,9,9192.21,Home,1,144345,Widowed,1,Suburban,38,0
1570,40,14,3694.53,Home,1,100506,Divorced,3,Urban,86,0
1571,74,3,29094.24,Home,2,130382,Married,3,Suburban,17,0
1572,18,16,18211.76,Life,4,118328,Married,2,Urban,41,0
1573,71,2,14135.17,Auto,2,168610,Widowed,2,Rural,72,0
1574,72,10,40456.94,Life,4,32657,Widowed,0,Urban,74,1
1575,68,3,18666.17,Auto,3,168915,Widowed,0,Urban,64,0
1576,57,11,16191.55,Medical,4,101119,Widowed,2,Suburban,74,0
1577,32,11,42574.39,Life,2,41491,Widowed,1,Urban,32,0
1578,38,13,42391.22,Auto,1,123010,Married,4,Rural,29,1
1579,64,7,18140.15,Medical,4,197503,Single,3,Suburban,4,0
1580,26,17,41708.69,Medical,2,148801,Single,0,Suburban,49,0
1581,70,2,42613.54,Life,3,62180,Single,2,Urban,64,0
1582,26,12,21484.56,Auto,4,38540,Married,3,Suburban,9,0
1583,27,10,3790.42,Medical,3,27943,Divorced,0,Rural,59,0
1584,69,18,578.44,Life,3,140730,Married,0,Urban,76,0
1585,74,11,26402.98,Medical,0,28911,Single,1,Rural,26,1
1586,70,16,17531.74,Home,4,191326,Single,0,Urban,71,0
1587,43,17,49858.03,Life,2,83000,Widowed,4,Urban,27,1
1588,58,19,38734.34,Medical,4,89305,Widowed,0,Suburban,44,0
1589,52,18,38183.14,Life,4,22479,Widowed,4,Suburban,51,1
1590,69,3,47784.52,Life,3,30112,Married,1,Suburban,65,0
1591,42,16,44442.36,Auto,3,129575,Divorced,4,Urban,61,0
1592,43,6,16250.28,Auto,3,66809,Divorced,3,Suburban,75,0
1593,28,12,8716.37,Medical,3,52205,Widowed,0,Rural,76,0
1594,55,11,37421.67,Life,2,157629,Divorced,2,Suburban,59,0
1595,19,15,19224.56,Life,1,187170,Single,2,Rural,85,0
1596,24,15,23922.05,Home,0,189862,Single,4,Suburban,39,0
1597,35,16,31704.69,Life,3,130947,Widowed,1,Urban,14,0
1598,44,10,45439.7,Auto,3,54826,Widowed,4,Suburban,6,1
1599,51,12,21244.84,Life,0,173146,Widowed,4,Rural,38,0
1600,44,13,39274.19,Auto,3,146201,Divorced,4,Rural,50,0
1601,34,4,13782.82,Home,1,107691,Married,3,Suburban,6,0
1602,60,7,35049.6,Medical,4,136558,Widowed,3,Rural,11,1
1603,76,2,578.18,Auto,0,121925,Divorced,4,Urban,13,0
1604,61,15,43639.61,Medical,2,116320,Widowed,1,Suburban,33,1
1605,76,8,2003.79,Medical,0,52401,Married,0,Rural,38,0
1606,68,7,35781.31,Medical,1,162637,Widowed,2,Suburban,72,0
1607,71,15,2789.78,Medical,2,110236,Single,3,Suburban,63,0
1608,41,14,13679.16,Auto,4,84702,Widowed,0,Suburban,11,0
